marker,LG,Composite Map Position,[BGx(BLxNL)]95,GH1x35,Mullica Queen,Crimson Queen,Mullica Queen,Stevens,Polashock et al. (2014) scaffold,Predicted CDS
scaffold_5881_2106,7,81.68,NA,NA,93.92,NA,NA,NA,>scaffold_5881,g8863.t1
scaffold_102003_398,7,81.68,NA,NA,93.92,NA,102.05,NA,>scaffold_102003,NA
scaffold_43434_633,7,82.64,NA,NA,95.11,78.05,102.05,NA,>scaffold_43434,NA
scaffold_1864_3137,7,82.64,NA,NA,NA,79.24,NA,63.05,>scaffold_1864,g3660.t1
scaffold_18340_3777,7,82.64,NA,NA,NA,79.24,NA,63.05,>scaffold_18340,NA
scaffold_18340_3788,7,82.64,NA,NA,NA,79.24,NA,63.05,#N/A,#N/A
scaffold_18340_3844,7,82.87,NA,NA,95.11,NA,102.05,NA,#N/A,#N/A
scaffold_18002_4080,7,84.07,NA,NA,NA,81.03,NA,63.05,>scaffold_18002,NA
scaffold_24387_2266,7,84.43,NA,NA,NA,NA,NA,72.11,>scaffold_24387,g23281.t1
scaffold_48373_2047,7,84.43,NA,NA,NA,NA,NA,72.11,>scaffold_48373,g32520.t1
scaffold_43434_1230,7,84.73,NA,NA,NA,NA,102.05,NA,#N/A,#N/A
scaffold_43434_1259,7,84.73,NA,NA,NA,NA,102.05,NA,#N/A,#N/A
scaffold_22144_1354,7,85.23,NA,NA,NA,81.03,NA,72.11,>scaffold_22144,g21969.t1
scaffold_20383_23,7,85.23,NA,NA,NA,81.03,NA,NA,>scaffold_20383,g20854.t1
scaffold_20383_24,7,85.23,NA,NA,NA,81.03,NA,NA,#N/A,#N/A
scaffold_22144_1398,7,85.23,NA,NA,NA,81.03,NA,72.11,#N/A,#N/A
scaffold_198314_103,7,85.23,NA,NA,NA,81.03,NA,NA,>scaffold_198314,NA
Ig51a,7,85.62,NA,NA,99.29,81.03,NA,NA,>scaffold_41967,NA
scaffold_18150_1064,7,85.63,NA,NA,99.29,NA,103.54,NA,>scaffold_18150,g19391.t1
scaffold_58406_116,7,85.63,NA,NA,99.89,81.03,102.05,72.11,>scaffold_58406,NA
scaffold_58406_147,7,85.63,NA,NA,99.89,81.03,NA,NA,#N/A,#N/A
scaffold_58406_160,7,85.63,NA,NA,99.89,81.03,102.05,72.11,#N/A,#N/A
scaffold_58406_165,7,85.63,NA,NA,99.89,81.03,NA,NA,#N/A,#N/A
scaffold_58406_183,7,86.22,96.15,NA,100.48,NA,103.54,NA,#N/A,#N/A
scaffold_54986_428,7,86.22,NA,NA,99.89,NA,105.03,72.11,>scaffold_54986,NA
scaffold_21418_1654,7,86.47,NA,81.98,NA,NA,NA,NA,>scaffold_21418,NA
scaffold_54986_588,7,86.81,NA,NA,100.48,NA,105.03,72.11,#N/A,#N/A
scaffold_54986_840,7,86.81,NA,NA,100.48,NA,NA,NA,#N/A,#N/A
scaffold_54986_817,7,86.81,NA,NA,100.48,NA,105.03,72.11,#N/A,#N/A
scaffold_54986_622,7,86.81,NA,NA,100.48,NA,105.03,72.11,#N/A,#N/A
scaffold_54986_590,7,86.81,NA,NA,100.48,NA,105.03,72.11,#N/A,#N/A
scaffold_54986_593,7,86.81,NA,NA,100.48,NA,105.03,72.11,#N/A,#N/A
scaffold_54986_627,7,86.81,NA,NA,100.48,NA,NA,NA,#N/A,#N/A
scaffold_54986_650,7,86.81,NA,NA,100.48,NA,105.03,72.11,#N/A,#N/A
scaffold_54986_877,7,86.81,NA,NA,100.48,NA,NA,NA,#N/A,#N/A
scaffold_6387_1919,7,88.42,99,NA,101.08,82.81,108.02,NA,>scaffold_6387,g9423.t1
scaffold_14570_2560,7,88.42,NA,NA,101.08,NA,108.02,NA,>scaffold_14570,g16802.t1
scaffold_20648_3196,7,89.21,NA,NA,NA,NA,108.02,72.11,>scaffold_20648,g21027.t1
scaffold_20648_3222,7,89.21,NA,NA,NA,NA,108.02,72.11,#N/A,#N/A
SCF46824,7,89.89,100.7,85.4,101.08,NA,NA,NA,>scaffold_86236,NA
scaffold_57984_993,7,89.89,NA,NA,101.72,86.34,108.02,NA,>scaffold_57984,NA
scaffold_18583_4824,7,89.96,NA,NA,NA,86.92,NA,72.11,>scaffold_18583,g19677.t1
scaffold_815_8385,7,89.96,NA,NA,NA,86.92,NA,NA,>scaffold_815,g1894.t1
scaffold_164954_124,7,89.96,NA,NA,NA,87.58,NA,72.11,>scaffold_164954,NA
SCF155637,7,90.38,NA,85.4,106.44,87.58,NA,NA,>scaffold_22277,g22049.t1
SCF10514,7,90.38,NA,85.4,106.44,87.58,NA,NA,>scaffold_28567,NA
scaffold_2851_6659,7,90.7,NA,79.71,107.03,87.58,108.02,NA,>scaffold_2851,g5075.t1
scaffold_2851_6681,7,90.7,NA,79.71,107.03,87.58,108.02,NA,#N/A,#N/A
scaffold_2851_6688,7,90.7,NA,79.71,107.03,87.58,108.02,NA,#N/A,#N/A
scaffold_14198_2999,7,90.7,NA,NA,106.44,NA,108.02,NA,>scaffold_14198,g16535.t1
1trimcontig450309,7,90.7,NA,NA,106.44,NA,NA,NA,>scaffold_83368,NA
scaffold_14671_5396,7,90.7,NA,NA,106.44,NA,108.02,NA,>scaffold_14671,NA
scaffold_8773_3429,7,90.7,NA,NA,108.22,87.58,108.02,72.11,>scaffold_8773,NA
scaffold_14671_1517,7,91.13,NA,NA,NA,87.58,NA,NA,#N/A,#N/A
scaffold_94520_688,7,94.8,105.23,NA,NA,NA,NA,NA,>scaffold_94520,NA
scaffold_94520_694,7,94.8,105.23,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_94520_721,7,94.8,105.23,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_94520_733,7,94.8,105.23,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_94520_739,7,94.8,105.23,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_32159_3344,7,94.8,106.08,85.4,NA,NA,NA,NA,>scaffold_32159,NA
scaffold_75716_1446,7,95.5,106.08,NA,108.22,87.58,108.02,NA,>scaffold_75716,NA
scaffold_8773_3535,7,95.5,106.08,NA,NA,87.58,NA,NA,#N/A,#N/A
scf203h,7,95.5,106.08,NA,108.22,87.58,NA,NA,#N/A,#N/A
scaffold_85353_971,7,96.15,106.08,NA,108.22,NA,108.02,NA,>scaffold_85353,NA
scaffold_8773_3423,7,96.15,106.08,NA,108.22,NA,108.02,NA,#N/A,#N/A
scaffold_80771_1004,7,97.03,NA,NA,108.22,NA,108.02,NA,>scaffold_80771,NA
scaffold_20565_3367,8,0,0,NA,NA,0,NA,NA,>scaffold_20565,g20975.t1
scaffold_16677_2922,8,0,0,NA,NA,0,NA,NA,>scaffold_16677,NA
scaffold_20565_3368,8,0,0,NA,NA,0,NA,NA,#N/A,#N/A
scaffold_23137_3684,8,0,0,NA,0,NA,0,NA,>scaffold_23137,NA
scaffold_72415_63,8,0,0,NA,NA,NA,NA,NA,>scaffold_72415,NA
ct121951,8,0,NA,NA,0,NA,NA,NA,>scaffold_4224,g6919.t1
scaffold_5141_6919,8,1.78,NA,0,0,NA,0,NA,>scaffold_5141,g8047.t1
scaffold_55806_2202,8,1.78,NA,NA,0,0,1.49,0,>scaffold_55806,NA
scaffold_17385_3096,8,1.78,NA,NA,0,NA,9.01,NA,>scaffold_17385,g18857.t1
scf1p,8,1.78,NA,NA,0,0,NA,NA,#N/A,#N/A
2ms2g09b,8,1.78,NA,NA,NA,NA,0,0,#N/A,#N/A
scaffold_148_20039,8,1.78,NA,NA,NA,NA,1.49,0,>scaffold_148,g485.t1
vm28527,8,1.79,NA,0,0,0,NA,NA,>scaffold_75324,NA
1trimcontig440337,8,1.79,NA,NA,1.79,0,NA,NA,>scaffold_97019,NA
scaffold_72595_106,8,1.79,NA,NA,1.79,NA,9.01,NA,>scaffold_72595,NA
SCF10785,8,1.79,NA,NA,1.79,NA,NA,NA,>scaffold_937,g2096.t1
scaffold_1656_11289,8,2.38,0,NA,6.12,NA,9.01,NA,>scaffold_1656,g3309.t1
scaffold_892_105,8,2.38,0,NA,NA,0.6,NA,NA,>scaffold_892,g2025.t1
scaffold_1361_5975,8,2.38,0,NA,6.12,NA,9.01,NA,>scaffold_1361,g2827.t1
scaffold_16849_1739,8,2.38,0,NA,6.12,NA,9.01,NA,>scaffold_16849,NA
scaffold_6241_6293,8,2.38,0,NA,NA,0.6,NA,NA,>scaffold_6241,NA
scaffold_6241_6295,8,2.38,0,NA,NA,0.6,NA,NA,#N/A,#N/A
scaffold_13557_1245,8,2.38,NA,0,NA,0,NA,NA,>scaffold_13557,g16018.t1
KAN-11325_188,8,2.38,NA,NA,2.38,0,NA,NA,>scaffold_54369,NA
SCF102538,8,2.38,NA,NA,2.38,0,9.01,1.49,>scaffold_83809,NA
scaffold_92400_851,8,2.38,NA,NA,6.01,0.6,9.01,NA,>scaffold_92400,NA
scaffold_69768_1615,8,2.38,NA,NA,NA,0,NA,NA,>scaffold_69768,NA
scaffold_18774_2762,8,2.38,NA,NA,NA,0,NA,NA,>scaffold_18774,g19802.t1
scaffold_121317_544,8,3.27,0,0,NA,NA,NA,1.49,>scaffold_121317,NA
scaffold_6241_6297,8,5.31,NA,NA,NA,0.6,NA,NA,#N/A,#N/A
vm31502,8,5.31,NA,NA,NA,0.6,NA,NA,#N/A,#N/A
scaffold_47892_200,8,5.46,NA,0,NA,NA,NA,NA,>scaffold_47892,NA
scaffold_57651_1284,8,5.46,NA,0,NA,NA,NA,NA,>scaffold_57651,NA
scaffold_8003_6218,8,5.46,NA,0,NA,NA,NA,NA,>scaffold_8003,g11059.t1
scaffold_2539_11109,8,6.42,NA,NA,NA,NA,NA,1.49,>scaffold_2539,g4643.t1
scaffold_28617_3114,8,6.42,NA,NA,NA,NA,NA,1.49,>scaffold_28617,g25410.t1
scaffold_28617_3115,8,6.42,NA,NA,NA,NA,NA,1.49,#N/A,#N/A
scaffold_62964_104,8,6.42,NA,NA,NA,NA,NA,1.49,>scaffold_62964,NA
scaffold_62964_99,8,6.42,NA,NA,NA,NA,NA,1.49,#N/A,#N/A
scaffold_9371_4153,8,6.42,NA,NA,NA,NA,NA,1.49,>scaffold_9371,g12378.t1
1trimcontig326802,8,6.5,NA,NA,10.24,1.79,NA,NA,#N/A,#N/A
SCF91821,8,6.5,NA,NA,10.24,NA,NA,NA,#N/A,#N/A
scaffold_4773_1848,8,6.5,NA,NA,10.24,NA,21.19,NA,>scaffold_4773,g7599.t1
scaffold_71559_93,8,7.55,10.91,0,NA,NA,21.19,NA,>scaffold_71559,NA
scaffold_4934_8824,8,8.4,NA,NA,NA,1.79,NA,NA,>scaffold_4934,g7785.t1
scaffold_11240_4170,8,9.88,NA,NA,NA,1.79,NA,5.98,>scaffold_11240,g14128.t1
scaffold_43457_367,8,9.88,NA,NA,NA,2.38,NA,NA,>scaffold_43457,NA
scaffold_92_8835,8,10.48,NA,6.04,NA,2.38,NA,5.98,>scaffold_92,g322.t1
scaffold_92_8856,8,10.48,NA,6.04,NA,2.38,NA,5.98,#N/A,#N/A
scaffold_12369_3008,8,10.48,NA,NA,NA,2.38,NA,5.98,>scaffold_12369,g15046.t1
scaffold_109459_101,8,10.91,10.91,6.04,NA,NA,NA,NA,>scaffold_109459,NA
scaffold_54035_645,8,10.91,10.91,NA,NA,NA,NA,5.98,>scaffold_54035,NA
scaffold_42541_1773,8,10.91,10.91,NA,15.68,NA,28.71,NA,>scaffold_42541,NA
scf2505a,8,10.91,NA,6.04,15.81,2.38,28.71,5.98,#N/A,#N/A
scaffold_36808_2311,8,10.91,NA,NA,NA,NA,28.71,NA,>scaffold_36808,g28862.t1
scaffold_19160_1611,8,10.91,NA,NA,NA,NA,NA,5.98,>scaffold_19160,NA
scaffold_116137_223,8,10.91,NA,NA,NA,NA,NA,5.98,>scaffold_116137,NA
scaffold_12369_2985,8,10.91,NA,NA,NA,NA,NA,5.98,#N/A,#N/A
scaffold_46343_599,8,10.91,NA,NA,NA,NA,NA,5.98,>scaffold_46343,NA
scaffold_7047_7520,8,10.91,NA,NA,NA,NA,NA,5.98,>scaffold_7047,NA
scaffold_8319_2244,8,10.91,NA,NA,NA,NA,NA,5.98,>scaffold_8319,g11370.t1
scaffold_60441_1041,8,11.67,NA,6.04,20.51,4.17,30.2,NA,>scaffold_60441,g35242.t1
scaffold_8319_2283,8,11.67,NA,NA,20.51,3.57,30.2,NA,#N/A,#N/A
scaffold_36808_2290,8,11.67,NA,NA,21.7,NA,28.71,NA,#N/A,#N/A
scaffold_141394_22,8,11.97,NA,NA,21.7,NA,NA,NA,>scaffold_141394,NA
scaffold_10406_2358,8,12.27,NA,NA,NA,4.17,NA,NA,>scaffold_10406,NA
scaffold_10406_2365,8,12.27,NA,NA,NA,4.17,NA,NA,#N/A,#N/A
scaffold_10406_2364,8,12.27,NA,NA,NA,4.17,NA,NA,#N/A,#N/A
scaffold_21895_3416,8,12.27,NA,NA,NA,4.17,NA,5.98,>scaffold_21895,NA
scaffold_6370_1454,8,13.16,13.16,NA,NA,NA,NA,NA,>scaffold_6370,g9404.t1
scaffold_24060_1005,8,13.16,13.16,7.7,NA,6.55,NA,NA,>scaffold_24060,NA
scaffold_61224_468,8,13.16,13.16,9.12,NA,NA,NA,NA,>scaffold_61224,NA
scaffold_10406_2361,8,13.16,13.16,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_152083_328,8,13.16,13.16,NA,22.89,NA,31.69,NA,>scaffold_152083,NA
scaffold_6370_1512,8,13.16,13.16,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_89815_135,8,13.16,NA,7.7,24.68,NA,31.69,NA,>scaffold_89815,NA
scaffold_17866_1388,8,13.16,NA,7.7,24.68,NA,31.69,NA,>scaffold_17866,NA
scaffold_21895_3426,8,13.16,NA,NA,22.89,NA,31.69,NA,#N/A,#N/A
scaffold_18636_1818,8,13.16,NA,NA,22.89,NA,NA,NA,>scaffold_18636,g19713.t1
scaffold_39752_563,8,13.16,NA,NA,22.89,NA,31.69,NA,>scaffold_39752,NA
scaffold_4913_2639,8,13.81,13.81,9.12,NA,NA,NA,NA,>scaffold_4913,g7763.t1
scaffold_32595_3575,8,13.89,NA,NA,24.68,NA,31.69,NA,>scaffold_32595,g27220.t1
scaffold_6698_6974,8,13.89,NA,NA,NA,NA,31.69,NA,>scaffold_6698,g9768.t1
scaffold_6698_6998,8,13.89,NA,NA,NA,NA,31.69,NA,#N/A,#N/A
scaffold_71505_780,8,13.89,NA,NA,NA,NA,31.69,NA,>scaffold_71505,NA
SCF107477,8,14.65,NA,NA,24.68,6.55,NA,NA,>scaffold_15949,NA
scaffold_135908_391,8,14.95,14.63,13.67,NA,NA,NA,NA,>scaffold_135908,NA
scaffold_135908_399,8,14.95,14.63,13.67,24.68,8.93,NA,NA,#N/A,#N/A
scaffold_54259,8,17.03,NA,NA,28.25,8.93,NA,NA,>scaffold_111806,NA
scaffold_37046,8,17.03,NA,NA,28.25,8.93,NA,NA,#N/A,#N/A
SCF71136,8,17.46,NA,NA,28.25,NA,NA,NA,>scaffold_7806,NA
scaffold_65177_1129,8,19.41,19.41,16.8,NA,NA,NA,NA,>scaffold_65177,NA
scaffold_229034_24,8,19.89,NA,NA,NA,NA,37.69,NA,>scaffold_229034,NA
scaffold_32841_3152,8,20.01,NA,NA,NA,11.91,NA,5.98,>scaffold_32841,g27318.t1
scaffold_1061_12150,8,20.46,22.25,NA,NA,NA,NA,5.98,>scaffold_1061,g2312.t1
scaffold_55266_292,8,20.46,22.25,NA,NA,11.91,NA,NA,>scaffold_55266,NA
scaffold_55266_328,8,20.46,22.25,NA,NA,11.91,NA,NA,#N/A,#N/A
36394_K70,8,20.98,NA,NA,33.63,11.91,NA,NA,>scaffold_29341,g25739.t1
scaffold_105870_310,8,21.76,22.25,NA,NA,11.91,NA,7.48,>scaffold_105870,NA
scaffold_105870_321,8,21.76,22.25,NA,NA,11.91,NA,7.48,#N/A,#N/A
scaffold_105870_362,8,21.76,22.25,NA,NA,11.91,NA,7.48,#N/A,#N/A
scaffold_105870_374,8,21.76,22.25,NA,NA,11.91,NA,7.48,#N/A,#N/A
scaffold_52659_1515,8,22.25,22.25,NA,NA,13.1,NA,NA,>scaffold_52659,NA
scaffold_83934_790,8,22.75,NA,19.93,NA,NA,37.69,NA,>scaffold_83934,NA
scaffold_55266_271,8,23.9,NA,NA,33.63,NA,43.69,NA,#N/A,#N/A
scaffold_2111_5324,8,25.16,23.74,21.92,40.21,13.1,43.69,NA,>scaffold_2111,g4027.t1
SCF8850,8,25.19,22.25,NA,40.21,13.7,43.69,7.48,>scaffold_7869,g10930.t1
scaffold_70273_1406,8,25.19,NA,23.91,NA,13.1,NA,NA,>scaffold_70273,NA
scaffold_2111_5344,8,25.19,NA,NA,40.21,13.1,43.69,NA,#N/A,#N/A
scaffold_12153_3062,8,26.97,NA,NA,40.21,13.7,43.69,NA,>scaffold_12153,NA
scaffold_12153_3075,8,26.97,NA,NA,40.21,13.7,43.69,NA,#N/A,#N/A
scaffold_3419_2517,8,26.97,NA,NA,NA,NA,43.69,NA,>scaffold_3419,g5874.t1
scaffold_100390_145,8,26.97,NA,NA,NA,NA,43.69,NA,>scaffold_100390,NA
scaffold_68825_682,8,26.97,NA,NA,NA,NA,43.69,NA,>scaffold_68825,NA
scaffold_36494_3177,8,27.56,NA,NA,40.8,NA,NA,NA,>scaffold_36494,g28726.t1
scaffold_33023_2899,8,27.56,NA,NA,40.8,NA,NA,NA,>scaffold_33023,NA
scaffold_5800_2079,8,28.15,29.94,27.44,NA,13.7,NA,7.48,>scaffold_5800,g8781.t1
scaffold_51846_237,8,28.15,NA,27.2,40.8,NA,43.69,NA,>scaffold_51846,NA
scaffold_51846_249,8,28.15,NA,27.2,40.8,NA,43.69,NA,#N/A,#N/A
scaffold_9484_6064,8,28.15,NA,NA,40.8,NA,43.69,14.99,>scaffold_9484,NA
scaffold_88867_763,8,28.15,NA,NA,40.8,14.89,43.69,NA,>scaffold_88867,NA
scaffold_202_15826,8,28.15,NA,NA,NA,14.89,NA,7.48,>scaffold_202,g623.t1
scaffold_202_15768,8,28.15,NA,NA,NA,14.89,NA,7.48,#N/A,#N/A
scaffold_66808_1323,8,28.15,NA,NA,NA,14.89,NA,7.48,>scaffold_66808,NA
SCF92564,8,28.75,NA,NA,41.99,17.26,43.69,14.99,#N/A,#N/A
scaffold_19304_5147,8,28.75,NA,NA,NA,NA,NA,14.99,>scaffold_19304,NA
scaffold_19304_5152,8,28.75,NA,NA,NA,NA,NA,14.99,#N/A,#N/A
scaffold_11885_327,8,30.87,33.93,NA,NA,17.26,NA,NA,>scaffold_11885,NA
scaffold_64256_140,8,32.05,37.34,27.86,41.99,17.86,43.69,NA,>scaffold_64256,NA
scaffold_10354_3896,8,32.64,NA,NA,NA,18.45,NA,19.48,>scaffold_10354,g13343.t1
scaffold_103993_433,8,33.58,37.34,27.86,NA,NA,NA,NA,>scaffold_103993,NA
scaffold_51424_477,8,36.23,NA,NA,54.07,18.45,NA,NA,>scaffold_51424,NA
scaffold_48718_487,8,36.23,NA,NA,57.1,18.45,49.69,22.47,>scaffold_48718,NA
SCF77645,8,36.23,NA,NA,57.1,18.45,NA,NA,>scaffold_2749,g4943.t1
scaffold_97342_515,8,36.62,NA,NA,NA,NA,49.69,NA,>scaffold_97342,NA
scaffold_149537_302,8,36.62,NA,NA,NA,NA,49.69,NA,>scaffold_149537,NA
scaffold_54228_393,8,36.62,NA,NA,NA,NA,49.69,NA,>scaffold_54228,NA
scaffold_4265_4053,8,39.74,43.34,35.55,NA,NA,NA,22.47,>scaffold_4265,g6978.t1
418192_K63,8,39.74,NA,NA,NA,NA,NA,25.46,>scaffold_3093,g5413.t1
scaffold_63157_599,8,40.24,43.34,NA,NA,NA,NA,NA,>scaffold_63157,NA
scaffold_71505_693,8,40.24,43.34,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_19564_1567,8,40.24,43.34,NA,NA,NA,NA,NA,>scaffold_19564,NA
scaffold_19564_1661,8,40.24,43.34,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_71505_694,8,40.24,43.34,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_9117_954,8,41.09,43.9,35.55,57.1,27.48,54.16,NA,>scaffold_9117,g12144.t1
scaffold_9117_1000,8,41.09,43.9,35.55,57.1,28.07,54.16,NA,#N/A,#N/A
scaffold_9117_957,8,41.09,43.9,35.55,57.1,27.48,54.16,NA,#N/A,#N/A
scaffold_9117_993,8,41.09,43.9,35.55,57.1,28.07,54.16,NA,#N/A,#N/A
scaffold_5929_8152,8,41.09,44.19,35.55,NA,NA,NA,NA,>scaffold_5929,g8907.t1
scaffold_41819_1518,8,41.09,44.47,35.55,NA,NA,NA,NA,#N/A,#N/A
314797_K70,8,41.09,44.76,NA,57.1,NA,NA,NA,#N/A,#N/A
SCF27811,8,41.09,44.76,NA,NA,28.07,NA,25.46,>scaffold_192266,NA
scaffold_54228_377,8,41.09,NA,35.55,NA,NA,49.69,NA,#N/A,#N/A
scaffold_41819_1524,8,41.09,NA,NA,57.1,NA,54.16,NA,#N/A,#N/A
260167_K70,8,41.09,NA,NA,NA,27.48,NA,NA,>scaffold_120952,NA
scaffold_4616_8471,8,41.1,NA,NA,57.1,NA,NA,NA,>scaffold_4616,g7413.t1
scaffold_41819_1435,8,41.1,NA,NA,57.1,NA,NA,NA,#N/A,#N/A
scaffold_61535_584,8,41.27,44.76,35.55,57.69,NA,54.16,NA,>scaffold_61535,NA
scaffold_103729_118,8,41.27,NA,35.55,NA,NA,NA,NA,>scaffold_103729,NA
scaffold_9117_925,8,41.27,NA,NA,57.1,28.07,54.16,NA,#N/A,#N/A
scaffold_120412_125,8,41.27,NA,NA,NA,NA,54.16,NA,>scaffold_120412,NA
scaffold_51568_342,8,41.68,NA,NA,57.69,NA,NA,NA,>scaffold_51568,NA
scaffold_51568_354,8,41.68,NA,NA,57.69,NA,NA,NA,#N/A,#N/A
scaffold_51568_392,8,41.68,NA,NA,57.69,NA,NA,NA,#N/A,#N/A
scaffold_112042_455,8,41.69,NA,NA,57.69,28.67,54.16,28.45,>scaffold_112042,NA
scaffold_21953_4193,8,41.69,NA,NA,57.69,28.67,54.16,NA,>scaffold_21953,NA
scaffold_51524_72,8,42.81,NA,NA,NA,28.67,NA,NA,>scaffold_51524,NA
scaffold_82603_776,8,42.81,NA,NA,NA,28.67,NA,NA,>scaffold_82603,NA
scaffold_5894_4786,8,43.47,NA,NA,59.48,NA,54.16,NA,>scaffold_5894,g8876.t1
SCF71184,8,43.47,NA,NA,59.48,28.67,NA,NA,>scaffold_26350,NA
scaffold_12708_3553,8,44.69,NA,38.97,NA,NA,NA,NA,>scaffold_12708,NA
scaffold_12708_3532,8,44.69,NA,38.97,NA,NA,NA,NA,#N/A,#N/A
scaffold_12708_3555,8,44.69,NA,38.97,NA,NA,NA,NA,#N/A,#N/A
scaffold_72056_1168,8,45.82,NA,40.1,NA,NA,NA,NA,>scaffold_72056,NA
187382_K70,8,46.38,NA,NA,NA,32.24,NA,NA,#N/A,#N/A
scaffold_68225_888,8,46.68,NA,40.96,NA,NA,NA,NA,>scaffold_68225,NA
scaffold_6593_6721,8,46.68,NA,40.96,NA,NA,NA,NA,>scaffold_6593,g9640.t1
scaffold_40880_1057,8,46.97,NA,40.96,63.66,33.43,55.66,NA,>scaffold_40880,g30297.t1
scaffold_68225_846,8,47.65,NA,NA,63.66,32.24,57.15,35.96,#N/A,#N/A
scaffold_36736_568,8,49.35,NA,NA,NA,35.21,NA,NA,>scaffold_36736,g28828.t1
scaffold_97161_242,8,49.35,NA,NA,NA,35.21,NA,NA,>scaffold_97161,NA
scaffold_97161_255,8,49.35,NA,NA,NA,35.21,NA,NA,#N/A,#N/A
scaffold_22881_2227,8,49.52,NA,43.8,NA,NA,NA,NA,>scaffold_22881,g22399.t1
scaffold_68225_894,8,49.72,NA,NA,66.04,NA,57.15,35.96,#N/A,#N/A
scaffold_19566_4547,8,49.72,NA,NA,NA,NA,58.64,35.96,>scaffold_19566,g20320.t1
scaffold_13234_3890,8,49.95,NA,NA,66.04,35.21,58.64,NA,>scaffold_13234,NA
scaffold_97161_155,8,49.95,NA,NA,NA,35.21,NA,37.46,#N/A,#N/A
scaffold_34921_872,8,49.95,NA,NA,NA,NA,58.64,NA,>scaffold_34921,NA
scaffold_34700_1827,8,50.16,56.62,43.8,NA,35.21,NA,37.46,>scaffold_34700,g28060.t1
scaffold_38415_1702,8,50.16,NA,NA,NA,35.81,NA,37.46,>scaffold_38415,NA
scaffold_31968_1678,8,50.62,56.62,43.8,NA,NA,NA,37.46,>scaffold_31968,NA
scaffold_31968_1818,8,51.22,56.62,45.5,NA,NA,NA,37.46,#N/A,#N/A
scaffold_30007_2569,8,51.22,56.62,NA,NA,NA,NA,37.46,>scaffold_30007,NA
scaffold_30007_2579,8,51.22,56.62,NA,67.23,NA,NA,NA,#N/A,#N/A
scaffold_19566_4626,8,51.51,NA,45.5,NA,NA,NA,NA,#N/A,#N/A
scaffold_12077_1652,8,51.51,NA,45.5,NA,NA,NA,NA,>scaffold_12077,g14811.t1
scaffold_15560_4962,8,51.51,NA,45.5,NA,NA,NA,NA,>scaffold_15560,NA
scaffold_34921_1026,8,51.74,NA,NA,67.23,37.6,58.64,NA,#N/A,#N/A
scaffold_34921_1071,8,51.74,NA,NA,67.23,37.6,58.64,NA,#N/A,#N/A
scaffold_30561_1958,8,51.74,NA,NA,67.23,37.6,58.64,NA,>scaffold_30561,g26321.t1
scaffold_34921_1172,8,51.74,NA,NA,67.23,37.6,58.64,NA,#N/A,#N/A
scaffold_50168,8,51.74,NA,NA,NA,37.6,NA,NA,>scaffold_40360,NA
ct159707,8,51.74,NA,NA,NA,37.6,NA,NA,>scaffold_9586,g12586.t1
scaffold_48237,8,51.81,NA,NA,67.82,37.6,NA,NA,>scaffold_37100,NA
SCF197903,8,51.81,NA,NA,67.82,37.6,NA,NA,>scaffold_38484,NA
scaffold_112665_627,8,51.96,NA,NA,NA,NA,NA,38.95,>scaffold_112665,NA
scaffold_31968_1730,8,52.33,56.62,NA,NA,NA,NA,NA,#N/A,#N/A
SCF19565,8,52.33,58.33,NA,NA,37.6,NA,NA,>scaffold_21820,g21764.t1
scaffold_114_5932,8,52.33,58.33,NA,NA,NA,NA,38.95,>scaffold_114,g390.t1
scaffold_120079_714,8,52.33,58.33,NA,NA,37.6,NA,NA,>scaffold_120079,NA
scaffold_123561_173,8,52.33,58.33,NA,NA,37.6,NA,NA,>scaffold_123561,NA
scaffold_19566_4605,8,52.33,58.33,NA,67.23,38.19,58.64,38.95,#N/A,#N/A
scaffold_2068_7555,8,52.33,58.33,NA,NA,37.6,NA,NA,>scaffold_2068,g3966.t1
scaffold_127187_140,8,52.33,NA,46.07,NA,38.79,NA,NA,>scaffold_127187,NA
SCF142767,8,52.33,NA,NA,67.82,38.79,NA,NA,>scaffold_129,g439.t1
scaffold_16002_3679,8,52.33,NA,NA,NA,37.6,NA,40.44,>scaffold_16002,g17871.t1
scaffold_49463_2650,8,52.33,NA,NA,NA,37.6,NA,40.44,>scaffold_49463,NA
scaffold_90468_459,8,52.33,NA,NA,NA,37.6,NA,40.44,>scaffold_90468,NA
scaffold_102628_648,8,52.33,NA,NA,NA,37.6,NA,40.44,>scaffold_102628,NA
scaffold_887_486,8,52.33,NA,NA,NA,38.19,NA,38.95,>scaffold_887,g2018.t1
scaffold_23611_2463,8,52.33,NA,NA,NA,38.19,NA,NA,>scaffold_23611,NA
scaffold_887_1633,8,52.33,NA,NA,NA,38.19,NA,38.95,#N/A,#N/A
scaffold_57162_945,8,52.33,NA,NA,NA,38.79,NA,NA,>scaffold_57162,NA
